transaction_id,fraud_flag
T000872,0
T000873,0
T000874,1
T000875,0
T000876,0
T000877,0
T000878,1
T000879,0
T000880,0
T000881,0
T000882,0
T000883,0
T000884,0
T000885,1
T000886,0
T000887,0
T000888,0
T000889,0
T000890,0
T000891,1
T000892,0
T000893,1
T000894,0
T000895,1
T000896,0
T000897,0
T000898,0
T000899,0
T000900,0
T000901,0
T000902,0
T000903,0
T000904,0
T000905,0
T000906,0
T000907,0
T000908,0
T000909,0
T000910,0
T000911,0
T000912,0
T000913,0
T000914,0
T000915,0
T000916,0
T000917,0
T000918,0
T000919,0
T000920,1
T000921,0
T000922,1
T000923,0
T000924,1
T000925,0
T000926,0
T000927,1
T000928,0
T000929,0
T000930,0
T000931,1
T000932,0
T000933,0
T000934,0
T000935,0
T000936,1
T000937,0
T000938,0
T000939,1
T000940,0
T000941,0
T000942,1
T000943,0
T000944,0
T000945,0
T000946,1
T000947,0
T000948,0
T000949,0
T000950,0
T000951,0
T000952,0
T000953,0
T000954,1
T000955,0
T000956,0
T000957,0
T000958,1
T000959,0
T000960,0
T000961,0
T000962,1
T000963,0
T000964,0
T000965,0
T000966,0
T000967,0
T000968,1
T000969,0
T000970,0
T000971,0
T000972,0
T000973,0
T000974,0
T000975,1
T000976,1
T000977,0
T000978,0
T000979,0
T000980,0
T000981,0
T000982,0
T000983,0
T000984,0
T000985,0
T000986,0
T000987,0
T000988,0
T000989,1
T000990,0
T000991,1
T000992,1
T000993,0
T000994,1
T000995,0
T000996,0
T000997,0
T000998,0
T000999,0
T001000,0
T001001,0
T001002,1
T001003,0
T001004,0
T001005,1
T001006,0
T001007,0
T001008,0
T001009,0
T001010,0
T001011,0
T001012,0
T001013,0
T001014,0
T001015,0
T001016,0
T001017,0
T001018,0
T001019,0
T001020,0
T001021,1
T001022,0
T001023,0
T001024,0
T001025,0
T001026,0
T001027,1
T001028,0
T001029,1
T001030,0
T001031,1
T001032,0
T001033,0
T001034,0
T001035,0
T001036,1
T001037,0
T001038,1
T001039,0
T001040,0
T001041,0
T001042,0
T001043,1
T001044,1
T001045,0
T001046,1
T001047,0
T001048,0
T001049,1
T001050,0
T001051,0
T001052,1
T001053,0
T001054,0
T001055,0
T001056,1
T001057,0
T001058,0
T001059,0
T001060,0
T001061,0
T001062,0
T001063,1
T001064,0
T001065,0
T001066,0
T001067,0
T001068,0
T001069,0
T001070,1
T001071,0
T001072,0
T001073,0
T001074,0
T001075,0
T001076,0
T001077,0
T001078,0
T001079,0
T001080,1
T001081,0
T001082,0
T001083,1
T001084,0
T001085,1
T001086,0
T001087,0
T001088,1
T001089,0
T001090,0
T001091,0
T001092,1
T001093,0
T001094,0
T001095,1
T001096,0
T001097,0
T001098,0
T001099,0
T001100,0
T001101,0
T001102,0
T001103,0
T001104,0
T001105,0
T001106,0
T001107,0
T001108,0
T001109,1
T001110,0
T001111,0
T001112,0
T001113,0
T001114,0
T001115,0
T001116,0
T001117,0
T001118,0
T001119,0
T001120,0
T001121,0
T001122,0
T001123,0
T001124,1
T001125,1
T001126,0
T001127,0
T001128,0
T001129,0
T001130,0
T001131,0
T001132,1
T001133,0
T001134,0
T001135,0
T001136,0
T001137,0
T001138,0
T001139,0
T001140,0
T001141,0
T001142,0
T001143,0
T001144,0
T001145,0
T001146,0
T001147,0
T001148,1
T001149,1
T001150,0
T001151,0
T001152,1
T001153,0
T001154,1
T001155,0
T001156,1
T001157,0
T001158,0
T001159,0
T001160,1
T001161,0
T001162,0
T001163,1
T001164,0
T001165,0
T001166,0
T001167,0
T001168,0
T001169,0
T001170,1
T001171,0
T001172,0
T001173,1
T001174,0
T001175,1
T001176,0
T001177,0
T001178,1
T001179,0
T001180,0
T001181,0
T001182,1
T001183,0
T001184,1
T001185,0
T001186,0
T001187,0
T001188,0
T001189,0
T001190,0
T001191,0
T001192,0
T001193,0
T001194,0
T001195,0
T001196,0
T001197,1
T001198,0
T001199,0
T001200,0
T001201,0
T001202,0
T001203,0
T001204,1
T001205,0
T001206,0
T001207,1
T001208,0
T001209,0
T001210,1
T001211,1
T001212,0
T001213,0
T001214,0
T001215,0
T001216,0
T001217,0
T001218,0
T001219,1
T001220,0
T001221,1
T001222,0
T001223,0
T001224,0
T001225,0
T001226,0
T001227,0
T001228,0
T001229,1
T001230,0
T001231,0
T001232,0
T001233,0
T001234,0
T001235,0
T001236,0
T001237,0
T001238,1
T001239,0
T001240,0
T001241,0
T001242,1
T001243,0
T001244,0
T001245,0
T001246,0
T001247,0
T001248,0
T001249,0
T001250,0
T001251,1
T001252,0
T001253,0
T001254,0
T001255,0
T001256,1
T001257,0
T001258,0
T001259,1
T001260,0
T001261,0
T001262,0
T001263,1
T001264,1
T001265,0
T001266,0
T001267,1
T001268,0
T001269,0
T001270,0
T001271,0
T001272,0
T001273,0
T001274,0
T001275,1
T001276,0
T001277,1
T001278,1
T001279,0
T001280,0
T001281,1
T001282,0
T001283,0
T001284,0
T001285,0
T001286,0
T001287,0
T001288,1
T001289,1
T001290,0
T001291,1
T001292,0
T001293,0
T001294,0
T001295,0
T001296,0
T001297,0
T001298,0
T001299,0
T001300,0
T001301,1
T001302,0
T001303,0
T001304,0
T001305,0
T001306,0
T001307,1
T001308,0
T001309,1
T001310,0
T001311,0
T001312,0
T001313,0
T001314,0
T001315,1
T001316,0
T001317,0
T001318,0
T001319,0
T001320,0
T001321,0
T001322,0
T001323,0
T001324,0
T001325,1
T001326,0
T001327,0
T001328,0
T001329,1
T001330,1
T001331,0
T001332,0
T001333,1
T001334,0
T001335,1
T001336,1
T001337,0
T001338,1
T001339,0
T001340,0
T001341,0
T001342,0
T001343,0
T001344,0
T001345,0
T001346,0
T001347,0
T001348,0
T001349,1
T001350,0
T001351,0
T001352,0
T001353,0
T001354,0
T001355,0
T001356,1
T001357,0
T001358,0
T001359,1
T001360,0
T001361,0
T001362,1
T001363,0
T001364,1
T001365,0
T001366,0
T001367,0
T001368,1
T001369,0
T001370,0
T001371,0
T001372,0
T001373,0
T001374,1
T001375,0
T001376,0
T001377,0
T001378,0
T001379,0
T001380,0
T001381,1
T001382,0
T001383,0
T001384,0
T001385,0
T001386,0
T001387,0
T001388,0
T001389,0
T001390,0
T001391,0
T001392,0
T001393,0
T001394,1
T001395,0
T001396,0
T001397,1
T001398,1
T001399,0
T001400,0
T001401,0
T001402,0
T001403,0
T001404,1
T001405,0
T001406,0
T001407,0
T001408,0
T001409,0
T001410,1
T001411,0
T001412,0
T001413,0
T001414,1
T001415,0
T001416,0
T001417,0
T001418,0
T001419,0
T001420,0
T001421,0
T001422,0
T001423,0
T001424,0
T001425,0
T001426,0
T001427,0
T001428,0
T001429,0
T001430,0
T001431,0
T001432,0
T001433,1
T001434,0
T001435,0
T001436,1
T001437,0
T001438,0
T001439,0
T001440,1
T001441,0
T001442,1
T001443,0
T001444,0
T001445,0
T001446,1
T001447,0
T001448,0
T001449,0
T001450,0
T001451,1
T001452,0
T001453,0
T001454,1
T001455,0
T001456,0
T001457,0
T001458,0
T001459,0
T001460,0
T001461,0
T001462,0
T001463,0
T001464,0
T001465,0
T001466,0
T001467,0
T001468,1
T001469,0
T001470,1
T001471,0
T001472,0
T001473,0
T001474,0
T001475,1
T001476,0
T001477,1
T001478,0
T001479,1
T001480,1
T001481,0
T001482,1
T001483,0
T001484,0
T001485,0
T001486,0
T001487,1
T001488,0
T001489,0
T001490,0
T001491,0
T001492,0
T001493,0
T001494,1
T001495,0
T001496,0
T001497,0
T001498,0
T001499,0
T001500,1
T001501,1
T001502,0
T001503,0
T001504,0
T001505,0
T001506,0
T001507,0
T001508,0
T001509,0
T001510,1
T001511,0
T001512,0
T001513,0
T001514,1
T001515,0
T001516,0
T001517,1
T001518,0
T001519,1
T001520,0
T001521,1
T001522,0
T001523,0
T001524,0
T001525,1
T001526,0
T001527,0
T001528,0
T001529,0
T001530,0
T001531,0
T001532,0
T001533,1
T001534,0
T001535,0
T001536,0
T001537,0
T001538,0
T001539,0
T001540,0
T001541,0
T001542,0
T001543,0
T001544,0
T001545,0
T001546,0
T001547,0
T001548,0
T001549,0
T001550,0
T001551,0
T001552,1
T001553,1
T001554,0
T001555,0
T001556,0
T001557,1
T001558,1
T001559,1
T001560,0
T001561,1
T001562,0
T001563,0
T001564,0
T001565,0
T001566,0
T001567,0
T001568,0
T001569,1
T001570,1
T001571,1
T001572,0
T001573,0
T001574,0
T001575,0
T001576,0
T001577,0
T001578,0
T001579,0
T001580,1
T001581,1
T001582,0
T001583,0
T001584,1
T001585,0
T001586,0
T001587,0
T001588,0
T001589,0
T001590,0
T001591,0
T001592,0
T001593,1
T001594,0
T001595,0
T001596,0
T001597,0
T001598,0
T001599,0
T001600,1
T001601,0
T001602,0
T001603,0
T001604,0
T001605,0
T001606,1
T001607,0
T001608,0
T001609,1
T001610,0
T001611,0
T001612,0
T001613,0
T001614,1
T001615,0
T001616,0
T001617,1
T001618,0
T001619,0
T001620,0
T001621,0
T001622,0
T001623,0
T001624,0
T001625,0
T001626,0
T001627,0
T001628,0
T001629,0
T001630,0
T001631,0
T001632,0
T001633,0
T001634,0
T001635,1
T001636,0
T001637,1
T001638,0
T001639,1
T001640,1
T001641,1
T001642,0
T001643,1
T001644,0
T001645,0
T001646,0
T001647,1
T001648,0
T001649,0
T001650,1
T001651,0
T001652,0
T001653,0
T001654,0
T001655,0
T001656,1
T001657,0
T001658,0
T001659,0
T001660,0
T001661,0
T001662,0
T001663,0
T001664,0
T001665,0
T001666,1
T001667,1
T001668,0
T001669,1
T001670,0
T001671,0
T001672,0
T001673,0
T001674,0
T001675,1
T001676,0
T001677,1
T001678,0
T001679,0
T001680,0
T001681,0
T001682,0
T001683,0
T001684,0
T001685,0
T001686,0
T001687,0
T001688,0
T001689,0
T001690,0
T001691,1
T001692,0
T001693,0
T001694,0
T001695,0
T001696,0
T001697,0
T001698,0
T001699,0
T001700,0
T001701,0
T001702,0
T001703,0
T001704,1
T001705,0
T001706,0
T001707,0
T001708,0
T001709,0
T001710,1
T001711,0
T001712,1
T001713,0
T001714,1
T001715,0
T001716,0
T001717,1
T001718,0
T001719,0
T001720,0
T001721,0
T001722,0
T001723,1
T001724,0
T001725,0
T001726,0
T001727,0
T001728,0
T001729,0
T001730,0
T001731,1
T001732,0
T001733,1
T001734,0
T001735,0
T001736,0
T001737,0
T001738,1
T001739,0
T001740,0
T001741,0
T001742,0
T001743,0
T001744,0
T001745,0
T001746,1
T001747,0
T001748,0
T001749,1
T001750,0
T001751,0
T001752,1
T001753,0
T001754,1
T001755,0
T001756,0
T001757,0
T001758,0
T001759,0
T001760,0
T001761,1
T001762,0
T001763,0
T001764,0
T001765,0
T001766,0
T001767,0
T001768,1
T001769,1
T001770,0
T001771,0
T001772,0
T001773,0
T001774,0
T001775,0
T001776,0
T001777,0
T001778,0
T001779,0
T001780,0
T001781,0
T001782,0
T001783,0
T001784,0
T001785,0
T001786,0
T001787,1
T001788,0
T001789,0
T001790,1
T001791,0
T001792,1
T001793,1
T001794,1
T001795,0
T001796,1
T001797,1
T001798,1
T001799,0
T001800,0
T001801,0
T001802,0
T001803,0
T001804,0
T001805,0
T001806,0
T001807,0
T001808,1
T001809,0
T001810,0
T001811,0
T001812,0
T001813,0
T001814,0
T001815,0
T001816,1
T001817,0
T001818,1
T001819,0
T001820,0
T001821,0
T001822,0
T001823,0
T001824,0
T001825,0
T001826,0
T001827,0
T001828,1
T001829,0
T001830,0
T001831,1
T001832,0
T001833,0
T001834,0
T001835,0
T001836,1
T001837,0
T001838,0
T001839,1
T001840,1
T001841,0
T001842,0
T001843,1
T001844,0
T001845,0
T001846,1
T001847,0
T001848,0
T001849,0
T001850,0
T001851,0
T001852,0
T001853,0
T001854,0
T001855,0
T001856,0
T001857,1
T001858,0
T001859,0
T001860,0
T001861,0
T001862,0
T001863,0
T001864,0
T001865,0
T001866,0
T001867,1
T001868,0
T001869,1
T001870,0
T001871,0
T001872,0
T001873,0
T001874,0
T001875,0
T001876,0
T001877,0
T001878,0
T001879,0
T001880,0
T001881,0
T001882,0
T001883,0
T001884,0
T001885,0
T001886,0
T001887,0
T001888,0
T001889,0
T001890,0
T001891,0
T001892,1
T001893,0
T001894,0
T001895,0
T001896,0
T001897,0
T001898,0
T001899,1
T001900,0
T001901,0
T001902,0
T001903,1
T001904,1
T001905,0
T001906,0
T001907,0
T001908,0
T001909,1
T001910,0
T001911,0
T001912,0
T001913,0
T001914,1
T001915,0
T001916,0
T001917,0
T001918,1
T001919,0
T001920,0
T001921,0
T001922,0
T001923,1
T001924,0
T001925,0
T001926,1
T001927,0
T001928,0
T001929,1
T001930,0
T001931,0
T001932,0
T001933,0
T001934,0
T001935,0
T001936,0
T001937,1
T001938,0
T001939,0
T001940,0
T001941,0
T001942,0
T001943,1
T001944,0
T001945,1
T001946,0
T001947,0
T001948,0
T001949,0
T001950,1
T001951,0
T001952,1
T001953,0
T001954,1
T001955,0
T001956,0
T001957,0
T001958,0
T001959,0
T001960,0
T001961,0
T001962,0
T001963,0
T001964,0
T001965,0
T001966,0
T001967,0
T001968,1
T001969,1
T001970,0
T001971,1
T001972,0
T001973,0
T001974,0
T001975,1
T001976,0
T001977,0
T001978,1
T001979,1
T001980,0
T001981,0
T001982,0
T001983,0
T001984,0
T001985,0
T001986,1
T001987,0
T001988,0
T001989,0
T001990,0
T001991,0
T001992,0
T001993,0
T001994,0
T001995,0
T001996,0
T001997,0
T001998,0
T001999,0
T002000,1
T002001,0
T002002,1
T002003,0
T002004,1
T002005,0
T002006,1
T002007,0
T002008,0
T002009,0
T002010,0
T002011,0
T002012,0
T002013,0
T002014,0
T002015,1
T002016,0
T002017,0
T002018,0
T002019,0
T002020,0
T002021,0
T002022,0
T002023,1
T002024,1
T002025,0
T002026,0
T002027,0
T002028,0
T002029,0
T002030,0
T002031,0
T002032,0
T002033,0
T002034,0
T002035,1
T002036,0
T002037,0
T002038,1
T002039,0
T002040,1
T002041,1
T002042,0
T002043,0
T002044,0
T002045,0
T002046,0
T002047,0
T002048,0
T002049,1
T002050,0
T002051,0
T002052,1
T002053,0
T002054,0
T002055,0
T002056,0
T002057,1
T002058,0
T002059,0
T002060,1
T002061,0
T002062,0
T002063,1
T002064,0
T002065,0
T002066,0
T002067,0
T002068,0
T002069,0
T002070,0
T002071,0
T002072,0
T002073,0
T002074,0
T002075,0
T002076,0
T002077,0
T002078,0
T002079,1
T002080,0
T002081,1
T002082,1
T002083,0
T002084,1
T002085,0
T002086,0
T002087,1
T002088,1
T002089,1
T002090,0
T002091,1
T002092,0
T002093,0
T002094,1
T002095,1
T002096,0
T002097,1
T002098,0
T002099,0
T002100,0
T002101,1
T002102,0
T002103,0
T002104,0
T002105,0
T002106,0
T002107,0
T002108,1
T002109,0
T002110,0
T002111,0
T002112,0
T002113,0
T002114,1
T002115,1
T002116,1
T002117,1
T002118,1
T002119,1
T002120,0
T002121,1
T002122,0
T002123,0
T002124,0
T002125,0
T002126,1
T002127,0
T002128,0
T002129,0
T002130,0
T002131,0
T002132,1
T002133,0
T002134,0
T002135,0
T002136,1
T002137,1
T002138,0
T002139,0
T002140,0
T002141,0
T002142,1
T002143,0
T002144,1
T002145,0
T002146,0
T002147,0
T002148,1
T002149,0
T002150,0
T002151,0
T002152,0
T002153,0
T002154,1
T002155,0
T002156,0
T002157,0
T002158,0
T002159,0
T002160,0
T002161,1
T002162,0
T002163,1
T002164,0
T002165,0
T002166,0
T002167,0
T002168,0
T002169,0
T002170,0
T002171,0
T002172,0
T002173,1
T002174,0
T002175,0
T002176,0
T002177,0
T002178,0
T002179,0
T002180,1
T002181,0
T002182,0
T002183,1
T002184,0
T002185,1
T002186,0
T002187,0
T002188,0
T002189,0
T002190,0
T002191,0
T002192,1
T002193,0
T002194,0
T002195,0
T002196,0
T002197,1
T002198,0
T002199,1
T002200,0
T002201,0
T002202,0
T002203,0
T002204,0
T002205,0
T002206,1
T002207,0
T002208,1
T002209,0
T002210,0
T002211,0
T002212,0
T002213,0
T002214,1
T002215,0
T002216,0
T002217,0
T002218,0
T002219,0
T002220,0
T002221,0
T002222,0
T002223,0
T002224,0
T002225,0
T002226,0
T002227,0
T002228,0
T002229,0
T002230,0
T002231,1
T002232,0
T002233,0
T002234,0
T002235,0
T002236,0
T002237,0
T002238,1
T002239,0
T002240,1
T002241,1
T002242,0
T002243,0
T002244,0
T002245,0
T002246,1
T002247,1
T002248,1
T002249,1
T002250,1
T002251,1
T002252,0
T002253,0
T002254,0
T002255,0
T002256,1
T002257,1
T002258,1
T002259,0
T002260,0
T002261,1
T002262,0
T002263,0
T002264,0
T002265,0
T002266,0
T002267,0
T002268,0
T002269,1
T002270,0
T002271,0
T002272,1
T002273,0
T002274,1
T002275,0
T002276,0
T002277,1
T002278,0
T002279,0
T002280,0
T002281,0
T002282,0
T002283,0
T002284,0
T002285,1
T002286,0
T002287,1
T002288,0
T002289,0
T002290,0
T002291,0
T002292,0
T002293,0
T002294,0
T002295,0
T002296,0
T002297,0
T002298,0
T002299,0
T002300,0
T002301,0
T002302,1
T002303,0
T002304,0
T002305,0
T002306,0
T002307,0
T002308,1
T002309,0
T002310,0
T002311,0
T002312,0
T002313,0
T002314,1
T002315,0
T002316,0
T002317,0
T002318,0
T002319,0
T002320,0
T002321,0
T002322,0
T002323,0
T002324,0
T002325,0
T002326,0
T002327,0
T002328,0
T002329,0
